Timecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
00:00:00:25.025,51,0.16474518,0.17964935,0.08049804,0.06232711,0.05194147,0.36426562,0.00465078,0.07443739,0.17396066,0.03159551,0.12641983,0.05817962,0.30896914,0.00597516,0.00013578,0.00004737,0.00237124,0.01065916,0.00077422,0.00032215,0.00499282,0.00002525,0.00786986,0.00021712,0.00011656,0.00180047,0.00271918,0.01079550,0.00158665,0.00091295,0.00215884,0.03751798,0.03177828,0.00558210,0.00188862,0.03808507,0.02627182,0.00242597,0.00292774,0.00002373,0.00001834,0.00000092,0.32830527,0.00251216,0.00141885,0.00391260,0.00002176,0.00000009,0.00000031,0.00000052,0.00000092,0,0.006163061680272079,-0.011721361874559565,0.04438315538344146,0.4032517373561859,0.44068437814712524,0,0.4032517373561859,0.44068437814712524,0
00:00:00:26.026,51,0.17769915,0.15077727,0.09147372,0.06219152,0.06506431,0.37085685,0.00382003,0.09455176,0.14251789,0.02457592,0.16074383,0.07147040,0.35762966,0.00485392,0.00012938,0.00003468,0.00293515,0.00891822,0.00081237,0.00034060,0.00411515,0.00005447,0.00516463,0.00047881,0.00027336,0.00061529,0.00088358,0.01418993,0.00274408,0.00088118,0.00170136,0.02284498,0.02886611,0.00421607,0.00159836,0.04559703,0.02849010,0.00158283,0.00184709,0.00001916,0.00001719,0.00000070,0.32513493,0.00139171,0.00173911,0.00381321,0.00001934,0.00000007,0.00000025,0.00000045,0.00000070,0,0.014604230905880174,-0.014784602346705837,0.048164002628367855,0.40343064069747925,0.4407738447189331,0,0.40343064069747925,0.4407738447189331,0
00:00:00:27.027,51,0.14223523,0.16675568,0.08144716,0.06211668,0.05673879,0.35521075,0.00549479,0.06730386,0.15824191,0.03043630,0.13145489,0.06508286,0.31513619,0.00728336,0.00012399,0.00005058,0.00263876,0.01175933,0.00073316,0.00033782,0.00529643,0.00003322,0.00686879,0.00017538,0.00010163,0.00126634,0.00188064,0.01037581,0.00228313,0.00064814,0.00158537,0.04259920,0.04112016,0.00558414,0.00202114,0.03281584,0.02861441,0.00270115,0.00295500,0.00002206,0.00001874,0.00000092,0.30944741,0.00303083,0.00199359,0.00378811,0.00002221,0.00000010,0.00000029,0.00000050,0.00000092,0,0.010593095282923433,-0.013936454989751055,0.04167598282117528,0.40349775552749634,0.4400099515914917,0,0.40349775552749634,0.4400099515914917,0
00:00:00:28.028,51,0.14653076,0.14655261,0.06477869,0.07430650,0.06498168,0.35697004,0.00524262,0.06993212,0.13806815,0.03721578,0.11521119,0.07681024,0.33601367,0.00696489,0.00009646,0.00005388,0.00305753,0.01139861,0.00074311,0.00029533,0.00759587,0.00002893,0.00972141,0.00011226,0.00005765,0.00093084,0.00136587,0.01205015,0.00252423,0.00052194,0.00099442,0.06209906,0.05039172,0.00922752,0.00185798,0.03520177,0.02940121,0.00218781,0.00220500,0.00001407,0.00001162,0.00000071,0.29902732,0.00239805,0.00213098,0.00486429,0.00002031,0.00000009,0.00000029,0.00000045,0.00000071,0,0.005841548376826527,-0.015595008162772017,0.04135049698491793,0.40382689237594604,0.4396370053291321,0,0.40382689237594604,0.4396370053291321,0
00:00:00:29.029,51,0.14337854,0.17840235,0.06265507,0.07188359,0.05290125,0.34032235,0.00488834,0.07788214,0.16469313,0.04547863,0.09612655,0.06204996,0.36130694,0.00635785,0.00009809,0.00005751,0.00199192,0.01016174,0.00072319,0.00026224,0.00478815,0.00003927,0.00728422,0.00019193,0.00011540,0.00090212,0.00125751,0.01068352,0.00372704,0.00064853,0.00130522,0.05199458,0.04001379,0.00887780,0.00187608,0.04310581,0.04473592,0.00202117,0.00186651,0.00001687,0.00001565,0.00000067,0.32489464,0.00175865,0.00206485,0.00421822,0.00001925,0.00000009,0.00000027,0.00000041,0.00000067,0,0.006533430909841158,-0.023927501569585438,0.044749020572281646,0.4040755331516266,0.4403371214866638,0,0.4040755331516266,0.4403371214866638,0
00:00:00:30.030,51,0.14537823,0.18850167,0.05301945,0.08218844,0.04839834,0.31455284,0.00476844,0.07069144,0.17189778,0.04823209,0.09113521,0.05837882,0.35133368,0.00728112,0.00011189,0.00006313,0.00205432,0.00962579,0.00063638,0.00037839,0.00824579,0.00003908,0.00790758,0.00014060,0.00007346,0.00085326,0.00125218,0.01057645,0.00233420,0.00060633,0.00117734,0.04048470,0.03655159,0.00651084,0.00196974,0.03845868,0.03021097,0.00227513,0.00238783,0.00001893,0.00001516,0.00000068,0.38709927,0.00089725,0.00161926,0.00378637,0.00001919,0.00000009,0.00000028,0.00000049,0.00000068,0,0.007154510515526227,-0.021427264987111373,0.045714362761469465,0.4047086834907532,0.4411665201187134,0,0.4047086834907532,0.4411665201187134,0
00:00:01:00.031,51,0.13777575,0.18703090,0.06554409,0.07340170,0.05295279,0.32804766,0.00531043,0.05713131,0.16980590,0.04600889,0.09792089,0.06397095,0.32375759,0.00986272,0.00009897,0.00006894,0.00274437,0.01134806,0.00088652,0.00041150,0.01267698,0.00006447,0.00659375,0.00011163,0.00006015,0.00032968,0.00045033,0.00879852,0.00372288,0.00040852,0.00064506,0.03898476,0.04805970,0.00514907,0.00138955,0.02824535,0.02587718,0.00194882,0.00183474,0.00001025,0.00000911,0.00000049,0.33348584,0.00094498,0.00188174,0.00465072,0.00001769,0.00000007,0.00000022,0.00000039,0.00000049,0,0.017116405308263388,-0.023423655499035755,0.047951591857202644,0.4046500325202942,0.4403817057609558,0,0.4046500325202942,0.4403817057609558,0
00:00:01:01.032,51,0.13015321,0.17715801,0.07141963,0.06712345,0.05432944,0.34981877,0.00584754,0.07157645,0.17482398,0.04109718,0.10293239,0.05920337,0.30450016,0.00734470,0.00012944,0.00004337,0.00387391,0.01173916,0.00088178,0.00051738,0.01030196,0.00005905,0.00667286,0.00020157,0.00009661,0.00025791,0.00031139,0.01220735,0.00389042,0.00057558,0.00048618,0.03004316,0.03939999,0.00313260,0.00131990,0.03554418,0.02305950,0.00257044,0.00277449,0.00001402,0.00001192,0.00000048,0.31549990,0.00124875,0.00191893,0.00439284,0.00002242,0.00000006,0.00000022,0.00000043,0.00000048,0,0.008706783075504848,-0.022632979912128925,0.0446750704996545,0.40500354766845703,0.4415130317211151,0,0.40500354766845703,0.4415130317211151,0
00:00:01:02.033,51,0.15169397,0.21638271,0.06549869,0.07284679,0.04523913,0.36799738,0.00505973,0.09442878,0.21429463,0.04200840,0.10632616,0.04771758,0.34545863,0.00562722,0.00011706,0.00005378,0.00343618,0.01396942,0.00104030,0.00038543,0.00884625,0.00005228,0.00683715,0.00014182,0.00007401,0.00035084,0.00041636,0.00927720,0.00431102,0.00052366,0.00053924,0.04187523,0.05575741,0.00401245,0.00105973,0.03298406,0.02945621,0.00256454,0.00255664,0.00001055,0.00001037,0.00000049,0.34880659,0.00099497,0.00162848,0.00385494,0.00002204,0.00000006,0.00000021,0.00000035,0.00000049,0,0.015754943874431687,-0.022002795992011468,0.04611721192968652,0.4060184061527252,0.44279366731643677,0,0.4060184061527252,0.44279366731643677,0
00:00:01:03.034,51,0.62981617,0.67059237,0.14784364,0.03922055,0.00663058,0.50112939,0.00065142,0.51655221,0.63491225,0.14349231,0.02794334,0.00867509,0.64077526,0.00027565,0.00020518,0.00004165,0.00344304,0.01733306,0.00166718,0.00023991,0.00181305,0.00003921,0.00509279,0.00073914,0.00048442,0.00074219,0.00083809,0.01318928,0.00766559,0.00110255,0.00249420,0.02647652,0.06219571,0.00208405,0.00062921,0.04312105,0.04253909,0.00292804,0.00408264,0.00003162,0.00002907,0.00000039,0.33367562,0.00355390,0.00108991,0.00174057,0.00002357,0.00000004,0.00000026,0.00000046,0.00000039,0,0.036102167361565976,-0.01721992643550254,0.04367350252178106,0.41608113050460815,0.45400184392929077,0,0.41608113050460815,0.45400184392929077,0
00:00:01:04.035,51,0.74897408,0.78093797,0.09945785,0.06906266,0.00349482,0.50068843,0.00045461,0.62507337,0.78708577,0.15257956,0.02254840,0.00321099,0.56602526,0.00018645,0.00024220,0.00003892,0.00549814,0.01721316,0.00143402,0.00042495,0.00372219,0.00005554,0.00728119,0.00069495,0.00039893,0.00023573,0.00028649,0.02172122,0.00817364,0.00065745,0.00143038,0.02726932,0.06725007,0.00161231,0.00075900,0.04866726,0.03168095,0.00377754,0.00606447,0.00005117,0.00003964,0.00000042,0.30465057,0.00564703,0.00159334,0.00263595,0.00002722,0.00000005,0.00000033,0.00000077,0.00000042,0,0.051895297965377486,-0.024339097059145356,0.043039082163197455,0.4156140387058258,0.4588291049003601,0,0.4156140387058258,0.4588291049003601,0
00:00:01:05.036,51,0.67650574,0.68273550,0.11081751,0.05143984,0.00585260,0.54770088,0.00054540,0.52169383,0.70115173,0.09885339,0.03954355,0.00700536,0.62774110,0.00027285,0.00015563,0.00004520,0.00443006,0.01750553,0.00117235,0.00025595,0.00551744,0.00005581,0.00409188,0.00016302,0.00010211,0.00115836,0.00129810,0.00668737,0.00535119,0.00065673,0.00170552,0.03442885,0.05459523,0.00295472,0.00086821,0.02072962,0.02461736,0.00359420,0.00503361,0.00002652,0.00002658,0.00000043,0.37847444,0.00303721,0.00112867,0.00173642,0.00001940,0.00000006,0.00000024,0.00000058,0.00000043,0,0.0314024101741552,-0.021045417979066474,0.04248336356745416,0.4142910838127136,0.45379239320755005,0,0.4142910838127136,0.45379239320755005,0
00:00:01:06.037,51,0.32938364,0.36430711,0.04834450,0.09612731,0.02597008,0.42653474,0.00240768,0.19119707,0.35464430,0.06399209,0.07969271,0.02566225,0.37050009,0.00189979,0.00012509,0.00003187,0.00368243,0.01019567,0.00087437,0.00031438,0.00656961,0.00002775,0.01190313,0.00023183,0.00011661,0.00028253,0.00033713,0.01468350,0.00410407,0.00064218,0.00065379,0.02756529,0.04353499,0.00335744,0.00078790,0.03664221,0.02412783,0.00171184,0.00200202,0.00001067,0.00001022,0.00000038,0.28058466,0.00318321,0.00190210,0.00411976,0.00001799,0.00000003,0.00000018,0.00000036,0.00000038,0,0.025158469122516052,-0.009826065383935077,0.04284336922373076,0.408366858959198,0.44815170764923096,0,0.408366858959198,0.44815170764923096,0
00:00:01:07.038,51,0.27489856,0.25101504,0.06424981,0.07668288,0.04099693,0.43614301,0.00266574,0.16931255,0.24972899,0.04462029,0.10279209,0.04343853,0.38788831,0.00239934,0.00015633,0.00003116,0.00395446,0.01279345,0.00084809,0.00025565,0.00328869,0.00003196,0.00657855,0.00030523,0.00014101,0.00088299,0.00098526,0.01127305,0.00336866,0.00114224,0.00101029,0.03358885,0.05312834,0.00322770,0.00087210,0.04941370,0.03031568,0.00274482,0.00362559,0.00001551,0.00001514,0.00000060,0.33827507,0.00164113,0.00131860,0.00332329,0.00002544,0.00000005,0.00000022,0.00000039,0.00000060,0,0.01728351033581,-0.020460419974879778,0.04225843836708801,0.4077824652194977,0.4454250633716583,0,0.4077824652194977,0.4454250633716583,0
00:00:01:08.039,51,0.20375203,0.20003636,0.05955360,0.08215068,0.05044787,0.42213592,0.00382370,0.11872256,0.19980028,0.04309036,0.10644862,0.05324114,0.36101153,0.00390901,0.00013405,0.00004136,0.00390785,0.01259539,0.00087736,0.00040460,0.00709303,0.00004091,0.00781454,0.00019492,0.00009487,0.00038564,0.00047530,0.01179408,0.00328583,0.00062899,0.00066278,0.03188599,0.04829856,0.00334878,0.00117250,0.03577204,0.02400560,0.00241239,0.00276750,0.00001444,0.00001303,0.00000055,0.30074197,0.00157468,0.00185261,0.00415080,0.00002238,0.00000006,0.00000021,0.00000042,0.00000055,0,0.025876308060254233,-0.01566212493591747,0.0444811317599673,0.408074289560318,0.4441331624984741,0,0.408074289560318,0.4441331624984741,0
00:00:01:09.040,51,0.17750685,0.18991479,0.05307315,0.08752250,0.05109738,0.37854168,0.00436854,0.10300830,0.18591788,0.04233273,0.10896785,0.05571192,0.36858332,0.00477028,0.00013597,0.00003812,0.00373587,0.01400276,0.00086131,0.00029626,0.00385506,0.00002210,0.00981256,0.00020867,0.00010822,0.00116460,0.00147600,0.01021455,0.00324005,0.00084505,0.00104137,0.04924401,0.05383425,0.00563821,0.00167974,0.03939190,0.03702792,0.00299290,0.00312766,0.00001969,0.00001812,0.00000085,0.27795637,0.00284125,0.00211536,0.00430211,0.00002620,0.00000009,0.00000025,0.00000041,0.00000085,0,0.005886119314253376,-0.011656588832464225,0.04289822355100864,0.4080774784088135,0.44401147961616516,0,0.4080774784088135,0.44401147961616516,0
00:00:01:10.041,51,0.17551239,0.18736328,0.04571433,0.09686901,0.05262367,0.37612718,0.00455841,0.09684852,0.18615712,0.05180808,0.09077771,0.05587075,0.35259050,0.00509388,0.00014235,0.00004118,0.00303662,0.01087459,0.00077675,0.00037948,0.00555641,0.00002701,0.01020134,0.00022444,0.00011227,0.00061425,0.00087741,0.01536037,0.00275417,0.00065536,0.00108989,0.03443625,0.04413563,0.00426487,0.00132595,0.04202991,0.02837103,0.00238215,0.00277299,0.00001556,0.00001277,0.00000072,0.26522431,0.00288974,0.00210909,0.00505232,0.00002190,0.00000007,0.00000026,0.00000047,0.00000072,0,0.004060909663842583,-0.011606246889939862,0.04399191429459687,0.4084104597568512,0.44373735785484314,0,0.4084104597568512,0.44373735785484314,0
00:00:01:11.042,51,0.15566337,0.17040841,0.04504585,0.09556905,0.05748285,0.38076532,0.00518913,0.09570036,0.17320059,0.05438211,0.08547536,0.05996912,0.33014366,0.00512629,0.00017664,0.00004099,0.00272080,0.01165362,0.00075463,0.00036225,0.00340544,0.00003603,0.00565848,0.00033515,0.00018924,0.00102953,0.00150435,0.01268168,0.00259385,0.00081204,0.00182737,0.02879381,0.03769398,0.00329019,0.00154561,0.04243075,0.03097521,0.00317935,0.00394099,0.00002286,0.00001971,0.00000096,0.26015198,0.00314457,0.00217507,0.00507713,0.00002691,0.00000008,0.00000027,0.00000055,0.00000096,0,0.00884408048610347,-0.007553636595737187,0.04126897318820453,0.40877002477645874,0.4434078335762024,0,0.40877002477645874,0.4434078335762024,0
00:00:01:12.043,51,0.16056928,0.18578409,0.05759258,0.08125613,0.05264060,0.35684851,0.00494325,0.08900062,0.18062413,0.04209226,0.10534107,0.05872137,0.34336102,0.00586253,0.00013646,0.00003677,0.00367043,0.01163866,0.00073767,0.00030708,0.00490556,0.00002829,0.00813563,0.00020195,0.00010083,0.00102103,0.00141407,0.01221686,0.00271562,0.00073138,0.00123000,0.04308389,0.04351556,0.00533518,0.00148722,0.04126160,0.03152404,0.00277704,0.00318244,0.00001722,0.00001454,0.00000082,0.30408639,0.00228239,0.00202870,0.00411743,0.00002352,0.00000008,0.00000027,0.00000047,0.00000082,0,0.011947642613349255,-0.009570752312968115,0.04274163936476539,0.40824270248413086,0.44337907433509827,0,0.40824270248413086,0.44337907433509827,0
00:00:01:13.044,51,0.16173607,0.15635687,0.04690311,0.09721592,0.06021012,0.35753420,0.00500342,0.09315379,0.15579654,0.04225028,0.10759369,0.06561054,0.33065388,0.00521763,0.00015045,0.00003726,0.00323307,0.01076635,0.00067026,0.00036214,0.00570901,0.00002825,0.00848638,0.00019847,0.00009766,0.00097633,0.00128428,0.01177803,0.00274689,0.00077185,0.00108681,0.03665133,0.03789045,0.00447943,0.00135448,0.04105143,0.03094834,0.00321894,0.00369041,0.00001700,0.00001477,0.00000082,0.29111189,0.00244834,0.00251975,0.00471067,0.00002458,0.00000008,0.00000026,0.00000054,0.00000082,0,0.00358321644844146,-0.007622453899188422,0.04040688949503355,0.40830570459365845,0.4429164528846741,0,0.40830570459365845,0.4429164528846741,0
00:00:01:14.045,51,0.15513155,0.17053753,0.03869609,0.11103507,0.05505735,0.34610936,0.00530717,0.07563112,0.16599417,0.05194210,0.09087290,0.06097248,0.29884860,0.00661311,0.00009374,0.00005496,0.00304041,0.01142874,0.00089124,0.00036973,0.01215770,0.00004582,0.00861083,0.00008782,0.00004062,0.00053936,0.00084061,0.01527413,0.00224457,0.00039571,0.00082509,0.06195597,0.05223413,0.00883507,0.00137813,0.04313713,0.02515543,0.00172741,0.00191124,0.00000941,0.00000726,0.00000070,0.29494867,0.00279998,0.00234825,0.00486859,0.00001815,0.00000008,0.00000032,0.00000050,0.00000070,0,0.008964154192676512,-0.01170065717604258,0.04183802567776511,0.4083780348300934,0.44301727414131165,0,0.4083780348300934,0.44301727414131165,0
00:00:01:15.046,51,0.14518072,0.16288377,0.04038704,0.10605267,0.05913452,0.35604212,0.00564297,0.06445588,0.15877378,0.05597294,0.08427329,0.06530347,0.29469299,0.00772205,0.00013034,0.00005275,0.00284164,0.01236449,0.00090891,0.00040463,0.00718045,0.00004210,0.00754583,0.00016797,0.00008585,0.00056587,0.00091225,0.01662917,0.00246280,0.00046755,0.00117380,0.04660759,0.04648611,0.00564892,0.00167248,0.04241119,0.02648646,0.00236218,0.00275980,0.00001717,0.00001300,0.00000082,0.27689222,0.00333847,0.00196339,0.00458356,0.00002272,0.00000009,0.00000033,0.00000051,0.00000082,0,0.005821405901396208,-0.011691407685952046,0.04333724260811809,0.40855807065963745,0.44248166680336,0,0.40855807065963745,0.44248166680336,0
00:00:01:16.047,51,0.13281339,0.18736820,0.03814050,0.11437314,0.04876963,0.35821244,0.00582723,0.06302920,0.18392807,0.05029480,0.09531242,0.05189318,0.28114110,0.00778934,0.00014262,0.00004721,0.00246100,0.00933063,0.00067687,0.00037450,0.00669748,0.00005853,0.00533564,0.00022403,0.00012312,0.00079886,0.00097426,0.00789901,0.00376318,0.00081824,0.00093529,0.02912184,0.03112829,0.00477848,0.00163241,0.03488865,0.03142107,0.00251430,0.00248330,0.00001638,0.00001619,0.00000074,0.34829205,0.00135386,0.00158202,0.00376126,0.00002205,0.00000008,0.00000024,0.00000049,0.00000074,0,0.012104800811870224,-0.013632073548880722,0.045321913741113225,0.40844839811325073,0.4429224729537964,0,0.40844839811325073,0.4429224729537964,0
00:00:01:17.048,51,0.13126472,0.18471423,0.03853283,0.11555392,0.05064676,0.34165290,0.00595977,0.06401894,0.17831226,0.05199270,0.09387794,0.05409488,0.28596905,0.00780126,0.00014283,0.00004717,0.00262481,0.01059425,0.00085242,0.00037252,0.00510976,0.00003873,0.00868689,0.00029288,0.00017474,0.00044389,0.00065979,0.01486226,0.00382684,0.00058303,0.00127042,0.03480194,0.04201337,0.00476223,0.00142974,0.04659778,0.04047977,0.00219107,0.00216972,0.00001553,0.00001414,0.00000072,0.37209198,0.00125512,0.00140702,0.00308236,0.00002252,0.00000007,0.00000029,0.00000043,0.00000072,0,0.021384127227578126,-0.012669035448207782,0.042386712744436554,0.4092126786708832,0.4422004222869873,0,0.4092126786708832,0.4422004222869873,0
00:00:01:18.049,51,0.13441727,0.17041655,0.03497343,0.12671350,0.05237008,0.32221887,0.00568862,0.06173815,0.16477282,0.05188380,0.09528201,0.05720160,0.27798685,0.00773612,0.00016219,0.00004490,0.00244177,0.00963261,0.00077429,0.00044827,0.00563018,0.00004997,0.00714575,0.00038092,0.00022499,0.00046316,0.00064367,0.01359082,0.00389927,0.00071548,0.00115718,0.02574203,0.02983518,0.00387499,0.00176950,0.04395368,0.03460013,0.00238954,0.00242559,0.00002129,0.00001950,0.00000077,0.38066182,0.00155104,0.00129313,0.00277978,0.00002351,0.00000007,0.00000027,0.00000049,0.00000077,0,0.021251133127427945,-0.011303904801359533,0.04452677266274662,0.408895343542099,0.4418027102947235,0,0.408895343542099,0.4418027102947235,0
00:00:01:19.050,51,0.13316733,0.15983877,0.03364113,0.12816338,0.05638830,0.32577175,0.00605171,0.05699622,0.15216982,0.05067370,0.09448001,0.06393874,0.27261898,0.00853257,0.00017106,0.00006055,0.00195082,0.01067247,0.00070164,0.00040854,0.00511784,0.00004450,0.00559920,0.00025337,0.00014120,0.00108154,0.00187706,0.01602886,0.00197634,0.00063158,0.00232323,0.03499553,0.03479128,0.00456552,0.00210722,0.04448259,0.02702007,0.00282083,0.00359171,0.00002824,0.00002056,0.00000120,0.32448816,0.00271991,0.00175796,0.00353126,0.00002565,0.00000011,0.00000039,0.00000066,0.00000120,0,0.006298136567851316,-0.011626963285307946,0.041304040214366,0.4086589217185974,0.4415091276168823,0,0.4086589217185974,0.4415091276168823,0
00:00:01:20.051,51,0.13341114,0.15671057,0.03250477,0.13274702,0.05773252,0.32702023,0.00597722,0.05778230,0.14913680,0.05063425,0.09669530,0.06398761,0.26945916,0.00818226,0.00014532,0.00005345,0.00207727,0.01080953,0.00086371,0.00034447,0.00457881,0.00005593,0.00494187,0.00029666,0.00016808,0.00094736,0.00143660,0.01205260,0.00257733,0.00078256,0.00173906,0.03357443,0.03577351,0.00506222,0.00177539,0.04531787,0.03058366,0.00222243,0.00243232,0.00002050,0.00001703,0.00000104,0.32455331,0.00264165,0.00194529,0.00367704,0.00002437,0.00000009,0.00000033,0.00000053,0.00000104,0,0.012362170576358158,-0.00882173342794047,0.043118477096215045,0.40892380475997925,0.44202160835266113,0,0.40892380475997925,0.44202160835266113,0
00:00:01:21.052,51,0.11828382,0.16254041,0.05835983,0.07699408,0.05967249,0.34159479,0.00659291,0.06549791,0.15697749,0.04902243,0.08843416,0.06516580,0.30156493,0.00757973,0.00014874,0.00004610,0.00203507,0.00980103,0.00075498,0.00036198,0.00413562,0.00006489,0.00386979,0.00035206,0.00022539,0.00078333,0.00113589,0.01080006,0.00339012,0.00072797,0.00185339,0.02606021,0.02931636,0.00372171,0.00147555,0.04111062,0.03632947,0.00272707,0.00290428,0.00001870,0.00001800,0.00000082,0.29591811,0.00246723,0.00240055,0.00394169,0.00002208,0.00000007,0.00000026,0.00000053,0.00000082,0,0.008459851840654474,-0.006207540517368509,0.041289700310464236,0.4096817374229431,0.44279858469963074,0,0.4096817374229431,0.44279858469963074,0
00:00:01:22.053,51,0.12209044,0.17103018,0.05387908,0.08308422,0.05623548,0.35682416,0.00619665,0.06557431,0.16679578,0.04995596,0.09024965,0.05983760,0.29690659,0.00745849,0.00014246,0.00003630,0.00225483,0.00869139,0.00071515,0.00026652,0.00291463,0.00005309,0.00489455,0.00048743,0.00029975,0.00085360,0.00115989,0.01226957,0.00445510,0.00095593,0.00175819,0.03018852,0.03156640,0.00519597,0.00134777,0.05471795,0.04970260,0.00225580,0.00218151,0.00001608,0.00001579,0.00000081,0.32199866,0.00207485,0.00183487,0.00374170,0.00002203,0.00000007,0.00000027,0.00000045,0.00000081,0,0.009827399984322903,-0.006472277001192795,0.04151420363654844,0.4094414710998535,0.44274795055389404,0,0.4094414710998535,0.44274795055389404,0
00:00:01:23.054,51,0.11739569,0.16955404,0.04280687,0.10234625,0.05500260,0.33912680,0.00654089,0.05302946,0.16482022,0.05258846,0.08959915,0.05977758,0.26306313,0.00933339,0.00015085,0.00004130,0.00230826,0.00948729,0.00077304,0.00031631,0.00367756,0.00006220,0.00456116,0.00042259,0.00022841,0.00080818,0.00106819,0.01224162,0.00397520,0.00099934,0.00133945,0.03126347,0.03172317,0.00505528,0.00150331,0.05631241,0.04053492,0.00236086,0.00247570,0.00001790,0.00001586,0.00000085,0.31084728,0.00218229,0.00184882,0.00412666,0.00002417,0.00000008,0.00000029,0.00000047,0.00000085,0,0.007927923319908794,-0.010939483360271696,0.044751900845091286,0.4092983305454254,0.442960262298584,0,0.4092983305454254,0.442960262298584,0
00:00:01:24.055,51,0.11688624,0.15161793,0.02871264,0.15017644,0.05894715,0.30947304,0.00643828,0.04832774,0.14140899,0.04977354,0.10190981,0.06753263,0.26530039,0.01042625,0.00013872,0.00005307,0.00261078,0.01097909,0.00087634,0.00040962,0.00635775,0.00005824,0.00644557,0.00025551,0.00014547,0.00046234,0.00064903,0.01235807,0.00394010,0.00061995,0.00096969,0.03524593,0.04131375,0.00520777,0.00176638,0.04282831,0.03585780,0.00218547,0.00213253,0.00001562,0.00001419,0.00000080,0.33040616,0.00180906,0.00180495,0.00370555,0.00002340,0.00000009,0.00000029,0.00000045,0.00000080,0,0.008525274693031463,-0.012406912435079761,0.04503271577624504,0.4085172116756439,0.44175341725349426,0,0.4085172116756439,0.44175341725349426,0
00:00:01:25.056,51,0.11951245,0.15760328,0.02730170,0.14712256,0.05552885,0.32665360,0.00626746,0.05007712,0.15029722,0.05780021,0.08650452,0.06245075,0.25957400,0.00948754,0.00015281,0.00004850,0.00185459,0.00880197,0.00069414,0.00035428,0.00459251,0.00005586,0.00517899,0.00035060,0.00018633,0.00104759,0.00144197,0.01168606,0.00282577,0.00105687,0.00151277,0.02951630,0.02741485,0.00553211,0.00189296,0.05153190,0.03360136,0.00214742,0.00237855,0.00002192,0.00001824,0.00000098,0.31960848,0.00269447,0.00182664,0.00398707,0.00002328,0.00000010,0.00000032,0.00000055,0.00000098,0,-0.0045003915363380055,-0.016824472965575776,0.04352197370652053,0.4090527594089508,0.44237983226776123,0,0.4090527594089508,0.44237983226776123,0
00:00:01:26.057,51,0.11069942,0.16036278,0.03595092,0.11838526,0.05669805,0.30830327,0.00722056,0.04784330,0.15305226,0.05351463,0.08897480,0.06593128,0.25776678,0.01077355,0.00012228,0.00005531,0.00253361,0.01105185,0.00080715,0.00042877,0.00952514,0.00007061,0.00547775,0.00015285,0.00007676,0.00049770,0.00075810,0.01531670,0.00278564,0.00046205,0.00092375,0.04568767,0.03891092,0.00651235,0.00185739,0.04314598,0.02581305,0.00220909,0.00257217,0.00001644,0.00001304,0.00000078,0.31078514,0.00344227,0.00197015,0.00356420,0.00002105,0.00000009,0.00000033,0.00000052,0.00000078,0,-0.0037466601343820035,-0.00849832534721016,0.04055861790414792,0.4089183807373047,0.4422565996646881,0,0.4089183807373047,0.4422565996646881,0
00:00:01:27.058,51,0.11181710,0.14867936,0.03405404,0.12322341,0.06016158,0.31774339,0.00728835,0.04522993,0.14275935,0.05141019,0.09302078,0.06819235,0.23558933,0.01034648,0.00012430,0.00004632,0.00223972,0.00942613,0.00071343,0.00032047,0.00517419,0.00004514,0.00642091,0.00023089,0.00011983,0.00120740,0.00185690,0.01450079,0.00238060,0.00078254,0.00157405,0.04719592,0.03230900,0.00913260,0.00221053,0.05276500,0.03400512,0.00203178,0.00225870,0.00002124,0.00001605,0.00000102,0.30012968,0.00421729,0.00184241,0.00400199,0.00002217,0.00000011,0.00000038,0.00000055,0.00000102,0,-0.001884282438156781,-0.008898892918146661,0.03950447931729845,0.4089723527431488,0.44227850437164307,0,0.4089723527431488,0.44227850437164307,0
